customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,senior_citizen,partner,dependents,phone_service,multiple_lines,paperless_billing,churn
1444-VVSGW,70,115.65,7968.85,one_year,credit_card,fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,1,1,0,1
5712-PTIWW,2,79.85,152.45,month_to_month,electronic_check,fiber_optic,No,No,Yes,Yes,No,No,0,0,0,1,0,1,1
5949-HGVJL,26,73.05,1959.5,month_to_month,electronic_check,dsl,No,Yes,No,Yes,Yes,Yes,0,1,0,1,0,1,0
5203-XEHAX,34,64.35,2053.05,one_year,electronic_check,dsl,Yes,Yes,No,No,No,Yes,0,0,0,1,0,0,0
1635-HDGFT,19,20.5,398.55,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,1,0,0,0
3315-TOTBP,15,76.0,1130.85,month_to_month,mailed_check,fiber_optic,No,No,No,No,No,No,0,0,0,1,1,1,1
8050-XGRVL,62,54.75,3425.35,one_year,credit_card,dsl,Yes,No,Yes,No,No,No,0,1,1,1,0,0,0
6661-HBGWL,42,104.75,4323.45,month_to_month,bank_transfer,fiber_optic,No,Yes,Yes,No,Yes,Yes,1,0,0,1,1,1,1
1518-VOWAV,9,74.65,703.55,month_to_month,electronic_check,dsl,Yes,Yes,No,No,Yes,Yes,0,0,0,1,0,1,1
9828-QHFBK,24,51.15,1275.7,month_to_month,electronic_check,dsl,Yes,No,No,No,No,No,0,0,0,1,0,1,0
3908-MKIMJ,68,41.95,2965.75,two_year,electronic_check,dsl,Yes,Yes,Yes,No,No,No,1,1,0,0,0,1,0
5012-YSPJJ,31,54.35,1647.0,month_to_month,mailed_check,dsl,No,No,Yes,Yes,No,No,0,1,1,1,0,0,0
5909-ECHUI,1,56.25,56.25,month_to_month,electronic_check,dsl,No,No,No,No,No,Yes,0,0,0,1,0,1,1
1309-BXVOQ,21,106.1,2249.95,month_to_month,electronic_check,fiber_optic,No,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
6728-VOIFY,63,96.0,6109.75,one_year,electronic_check,fiber_optic,No,Yes,No,No,Yes,Yes,0,1,0,1,0,1,0
9317-WZPGV,2,79.75,159.4,month_to_month,bank_transfer,fiber_optic,No,No,No,No,No,Yes,1,0,0,1,0,1,1
4891-NLUBA,61,61.45,3751.15,two_year,bank_transfer,dsl,No,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,1,0
2856-HYAPG,1,68.65,68.65,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,0,0,0,1,0,0,1
8969-PRHFK,18,19.65,411.25,one_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
0661-KQHNK,6,19.0,105.5,one_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
8709-KRDVL,33,100.0,3320.6,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,Yes,Yes,0,0,0,1,1,1,0
4488-PSYCG,16,20.25,327.45,month_to_month,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,1
1427-VERSM,56,98.7,5669.5,month_to_month,electronic_check,fiber_optic,No,No,Yes,Yes,Yes,Yes,0,1,0,1,0,1,0
9801-NOSHQ,23,19.8,465.45,one_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,1,0,0,0
6339-YPSAH,9,73.8,704.3,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,No,No,0,0,0,1,0,1,0
3621-CEOVK,14,100.2,1369.8,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,Yes,Yes,1,1,0,1,1,1,1
6906-ANDWJ,15,74.9,1107.25,month_to_month,bank_transfer,fiber_optic,No,No,No,No,No,No,0,1,1,1,1,1,1
2159-TURXX,5,20.05,95.55,month_to_month,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
1548-FEHVL,61,106.2,6375.2,month_to_month,electronic_check,fiber_optic,Yes,Yes,No,No,Yes,Yes,0,1,0,1,1,1,0
3795-CAWEX,70,116.55,8152.3,two_year,credit_card,fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,0
6215-NQCPY,15,99.7,1566.75,month_to_month,electronic_check,fiber_optic,Yes,No,No,No,Yes,Yes,0,0,0,1,1,1,0
5647-URDKA,8,19.7,130.25,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
2229-DPMBI,8,19.5,162.15,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
9626-WEQRM,4,29.15,110.05,month_to_month,mailed_check,dsl,Yes,No,No,No,No,No,0,0,0,0,0,1,0
2188-SXWVT,34,55.0,1885.15,one_year,mailed_check,dsl,Yes,Yes,No,No,No,No,0,0,0,1,0,0,0
6258-PVZWJ,68,90.8,6302.85,two_year,credit_card,dsl,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,1,1,1,0
1094-BKOSX,45,51.0,2264.5,one_year,bank_transfer,dsl,No,Yes,Yes,Yes,No,Yes,0,1,1,0,0,0,0
6969-MVBAI,9,90.1,816.8,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,Yes,No,1,0,0,1,1,1,0
2978-XXSOG,22,59.05,1253.5,month_to_month,mailed_check,dsl,Yes,No,No,Yes,No,No,0,0,0,1,1,1,0
2342-CKIAO,2,20.3,41.2,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
6953-PBDIN,70,72.95,5265.55,two_year,bank_transfer,dsl,No,Yes,Yes,Yes,Yes,No,0,1,0,1,1,0,0
3898-BSJYF,10,73.55,693.3,one_year,credit_card,dsl,Yes,No,Yes,Yes,No,Yes,0,0,1,1,1,0,0
3938-YFPXD,72,84.3,5997.1,two_year,credit_card,dsl,Yes,No,Yes,Yes,Yes,Yes,0,0,0,1,1,0,0
7696-AMHOD,49,78.0,3824.2,one_year,credit_card,dsl,No,Yes,Yes,No,Yes,Yes,0,1,1,1,0,0,0
2453-SAFNS,54,72.1,3886.05,one_year,mailed_check,dsl,No,Yes,No,Yes,Yes,No,1,0,0,1,1,0,0
9558-IHEZX,71,106.75,7283.25,two_year,credit_card,fiber_optic,Yes,Yes,Yes,No,Yes,Yes,0,0,0,1,1,1,0
9617-UDPEU,22,19.25,412.55,one_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
6340-DACFT,50,20.55,1070.25,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
4955-VCWBI,43,20.0,817.95,one_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
6813-GZQCG,45,24.65,1171.3,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,1,1,0
7426-GSWPO,64,103.5,6548.65,month_to_month,bank_transfer,fiber_optic,Yes,Yes,No,No,Yes,Yes,1,0,0,1,1,1,0
3389-KTRXV,23,23.85,625.65,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,1,0,0
3118-UHVVQ,68,25.8,1911.5,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,1,1,0,0
1031-IIDEO,1,70.85,70.85,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,0,0,0,1,0,1,1
5832-XKAES,2,69.8,134.7,month_to_month,credit_card,fiber_optic,No,No,No,No,No,No,0,0,0,1,0,1,1
3205-MXZRA,26,59.45,1507.0,one_year,credit_card,dsl,No,No,No,Yes,Yes,No,0,0,0,1,0,0,0
4701-AHWMW,55,54.55,2978.3,month_to_month,bank_transfer,dsl,No,No,Yes,Yes,Yes,Yes,0,1,0,0,0,1,1
8317-BVKSO,14,20.05,299.3,month_to_month,electronic_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
5702-KVQRD,71,82.55,5832.65,two_year,electronic_check,dsl,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,0,1,0
0083-PIVIK,64,81.25,5567.55,one_year,electronic_check,dsl,Yes,Yes,Yes,Yes,Yes,No,0,0,0,1,1,0,0
9210-IAHGH,7,70.75,450.8,month_to_month,credit_card,dsl,No,No,No,Yes,Yes,Yes,0,0,0,1,0,1,1
6169-PGNCD,57,74.3,4166.35,two_year,credit_card,dsl,Yes,Yes,Yes,Yes,Yes,No,0,0,0,1,0,1,0
0023-XUOPT,13,94.1,1215.6,month_to_month,electronic_check,fiber_optic,No,Yes,Yes,No,Yes,No,0,1,0,1,1,0,1
4592-IWTJI,3,29.7,91.7,month_to_month,credit_card,dsl,Yes,No,No,No,No,No,0,1,1,0,0,0,1
4909-JOUPP,72,109.7,7898.45,two_year,credit_card,fiber_optic,No,Yes,Yes,Yes,Yes,Yes,1,1,0,1,1,0,0
4657-FWVFY,40,96.35,3915.4,month_to_month,credit_card,fiber_optic,No,Yes,Yes,No,Yes,No,0,1,1,1,1,1,0
2257-BOVXD,14,66.6,979.5,month_to_month,credit_card,dsl,No,No,No,Yes,Yes,No,0,1,0,1,1,1,0
7729-JTEEC,2,44.5,90.05,month_to_month,electronic_check,dsl,No,No,No,No,No,No,0,1,1,1,0,1,0
7632-MNYOY,66,110.9,7432.05,one_year,credit_card,fiber_optic,No,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,0,1
6518-LGAOV,38,105.0,4026.4,month_to_month,electronic_check,fiber_optic,No,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
7242-QZLXF,1,25.3,25.3,month_to_month,electronic_check,dsl,No,No,No,No,No,No,0,0,1,0,0,1,1
4576-CSAJH,22,55.15,1193.05,one_year,credit_card,dsl,No,Yes,No,Yes,No,No,0,0,0,1,0,1,1
1000-AJSLD,1,20.1,20.1,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,1
9696-RMYBA,5,80.1,398.55,month_to_month,mailed_check,fiber_optic,No,No,No,No,Yes,No,0,0,0,1,0,1,0
8690-UPCZI,29,69.05,1958.45,one_year,bank_transfer,dsl,Yes,No,No,Yes,Yes,No,0,1,1,1,1,0,0
1062-LHZOD,1,69.9,69.9,month_to_month,mailed_check,fiber_optic,No,No,No,No,No,No,0,1,1,1,0,1,1
9770-LXDBK,3,20.4,63.15,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
4086-WITJG,71,19.7,1301.1,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
8344-WFMFH,9,50.1,484.05,month_to_month,electronic_check,dsl,No,Yes,No,No,No,No,0,0,1,1,0,1,0
9600-NAXZN,43,101.4,4528.0,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,Yes,Yes,0,0,0,1,1,1,1
8822-KNBHV,48,83.45,3887.85,one_year,credit_card,dsl,Yes,Yes,Yes,No,Yes,Yes,0,0,0,1,1,1,0
8404-FYDIB,26,86.65,2208.75,month_to_month,credit_card,fiber_optic,Yes,Yes,No,No,No,No,0,0,0,1,1,1,0
2791-SFVEW,9,20.15,238.15,month_to_month,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
6457-USBER,1,80.8,80.8,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,Yes,0,0,0,1,0,1,1
6762-NSODU,46,19.4,958.15,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
4662-EKDPQ,2,62.05,118.3,month_to_month,bank_transfer,dsl,No,No,No,No,No,Yes,0,0,0,1,1,0,1
9248-OJYKK,1,76.45,76.45,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,1,0,0,1,1,1,1
9888-ZCUMM,64,60.05,3845.45,two_year,bank_transfer,dsl,Yes,No,Yes,Yes,Yes,Yes,0,1,1,0,0,1,0
3398-FSHON,12,91.3,1094.5,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,Yes,No,1,0,0,1,1,1,1
3319-DWOEP,6,95.75,573.75,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,Yes,Yes,1,1,0,1,0,1,1
1074-WVEVG,59,20.35,1267.0,one_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,1,0,0,0
9979-RGMZT,7,94.05,633.45,one_year,mailed_check,fiber_optic,No,Yes,No,No,Yes,Yes,0,0,0,1,0,1,0
6437-UDQJM,72,84.1,6129.65,two_year,credit_card,dsl,Yes,Yes,Yes,No,Yes,Yes,1,1,0,1,1,1,0
1226-IENZN,16,78.75,1218.25,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,Yes,1,0,0,1,0,1,0
2108-GLPQB,25,55.55,1405.3,month_to_month,credit_card,dsl,No,No,Yes,No,No,No,0,1,0,1,1,0,0
9259-PACGQ,34,62.65,2274.9,month_to_month,electronic_check,dsl,Yes,Yes,No,Yes,No,No,0,1,0,1,1,0,1
4415-IJZTP,1,74.5,74.5,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,0,0,0,1,1,1,1
1465-VINDH,10,102.1,1068.85,month_to_month,credit_card,fiber_optic,No,Yes,Yes,No,Yes,Yes,0,1,1,1,1,1,1
5474-LAMUQ,24,20.1,533.9,one_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,1,0,0,0
3468-DRVQJ,10,70.3,676.15,one_year,electronic_check,dsl,Yes,Yes,No,No,Yes,No,0,1,1,1,1,0,0
1122-YJBCS,69,53.65,3804.4,one_year,credit_card,dsl,Yes,Yes,No,No,No,No,0,1,0,1,0,1,0
4990-ALDGW,57,20.75,1118.8,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
4816-OKWNX,50,103.4,5236.4,one_year,bank_transfer,fiber_optic,No,Yes,Yes,Yes,Yes,Yes,0,1,1,1,0,1,0
3315-IKYZQ,28,50.8,1386.8,one_year,mailed_check,dsl,Yes,No,Yes,Yes,Yes,No,0,1,1,0,0,0,0
2810-FTLEM,16,50.15,762.25,month_to_month,electronic_check,dsl,Yes,No,No,No,No,No,0,0,0,1,0,1,1
4747-LCAQL,25,79.0,1902.0,month_to_month,mailed_check,dsl,Yes,Yes,No,Yes,Yes,Yes,0,0,0,1,0,1,0
3411-WLRSQ,3,74.6,239.05,month_to_month,bank_transfer,fiber_optic,No,Yes,No,No,No,No,1,1,0,1,0,1,0
0898-XCGTF,61,96.5,5673.7,one_year,bank_transfer,fiber_optic,No,No,No,No,Yes,Yes,0,1,0,1,1,1,0
8006-PYCSW,2,20.1,39.8,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
8249-THVEC,51,19.4,997.75,one_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
8722-PRFDV,71,77.55,5574.35,two_year,credit_card,dsl,Yes,No,Yes,No,Yes,Yes,0,1,1,1,0,0,0
2164-SOQXL,20,20.05,406.05,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
4020-KIUDI,6,19.85,138.85,month_to_month,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
5850-BDWCY,6,20.2,123.65,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
2038-YSEZE,29,67.45,1801.1,month_to_month,mailed_check,dsl,Yes,Yes,No,Yes,No,No,0,0,0,1,1,0,0
0827-ITJPH,36,18.55,689.0,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
8799-OXZMD,28,29.75,790.7,month_to_month,mailed_check,dsl,No,No,Yes,No,No,No,0,0,0,0,0,1,0
1925-TIBLE,7,86.5,582.5,month_to_month,electronic_check,fiber_optic,No,No,No,No,Yes,No,0,1,0,1,1,1,1
1705-GUHPV,63,24.2,1618.2,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,1,0,0
4779-ZGICK,48,23.55,1173.35,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,1,0,0
0048-PIHNL,49,20.45,900.9,one_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,1,0,0,0
0818-OCPZO,27,81.45,2122.05,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,No,No,1,0,0,1,1,1,1
3967-KXAPS,72,92.3,6719.9,two_year,credit_card,dsl,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,1,1,0,0
1447-GIQMR,1,69.15,69.15,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,0,1,0,1,0,1,1
3704-IEAXF,72,53.65,3784.0,two_year,credit_card,dsl,No,Yes,No,Yes,Yes,Yes,0,1,1,0,0,0,0
6810-VCAEX,47,39.65,1798.65,one_year,credit_card,dsl,Yes,Yes,No,Yes,No,No,0,0,0,0,0,0,0
0674-EYYZV,1,54.65,54.65,month_to_month,electronic_check,dsl,No,No,No,No,Yes,No,0,0,0,1,0,1,0
4480-MBMLB,36,104.8,3886.45,one_year,bank_transfer,fiber_optic,No,Yes,Yes,No,Yes,Yes,0,0,0,1,1,1,0
1395-OFUWC,43,29.3,1224.05,month_to_month,credit_card,dsl,No,Yes,No,No,No,No,0,1,1,0,0,0,0
0822-QGCXA,27,83.85,2310.2,month_to_month,electronic_check,dsl,No,Yes,Yes,Yes,Yes,Yes,1,1,0,1,1,0,0
0872-NXJYS,9,79.55,723.4,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,Yes,0,0,0,1,0,1,1
2832-KJCRD,38,103.65,3988.5,month_to_month,electronic_check,fiber_optic,No,No,Yes,Yes,Yes,Yes,0,0,0,1,1,1,0
3588-WSTTJ,35,99.05,3554.6,month_to_month,electronic_check,fiber_optic,Yes,No,No,No,Yes,Yes,1,0,0,1,1,1,0
4075-WKNIU,0,73.35,73.35,two_year,mailed_check,dsl,No,Yes,Yes,Yes,Yes,No,0,1,1,1,1,0,0
5090-EMGTC,59,100.05,6034.85,two_year,mailed_check,fiber_optic,No,Yes,No,Yes,Yes,Yes,0,1,0,1,0,1,0
2346-CZYIL,27,20.35,531.6,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
3798-EPWRR,2,43.95,85.1,month_to_month,electronic_check,dsl,No,No,No,No,No,No,1,0,0,1,0,0,0
6258-NGCNG,7,23.5,173.0,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,1,0,0
4186-ZBUEW,36,70.7,2511.95,one_year,mailed_check,dsl,No,Yes,No,Yes,No,Yes,0,0,0,1,1,1,0
5274-XHAKY,41,94.3,3893.6,month_to_month,bank_transfer,fiber_optic,Yes,Yes,No,No,Yes,No,0,1,1,1,1,1,0
1442-BQPVU,13,29.15,357.15,month_to_month,electronic_check,dsl,No,Yes,No,No,No,No,0,0,0,0,0,0,0
3978-YNKDD,19,20.85,467.5,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,1,0,0,0
4940-KHCWD,60,37.7,2288.7,two_year,bank_transfer,dsl,Yes,Yes,No,Yes,No,No,0,1,0,0,0,0,0
9412-ARGBX,48,95.5,4627.85,two_year,mailed_check,fiber_optic,No,Yes,Yes,Yes,Yes,No,0,0,1,1,0,1,1
1389-CXMLU,3,91.05,289.1,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,Yes,No,1,0,0,1,1,0,1
9589-ABEPT,69,92.45,6460.55,two_year,mailed_check,fiber_optic,No,Yes,No,Yes,Yes,No,0,1,0,1,1,1,0
9388-ZEYVT,43,44.15,1931.3,one_year,electronic_check,dsl,No,No,Yes,Yes,No,Yes,0,0,0,0,0,0,0
0305-SQECB,11,36.05,402.6,one_year,mailed_check,dsl,Yes,No,No,Yes,No,No,0,0,1,0,0,1,0
7605-SNLQG,45,50.25,2221.55,month_to_month,credit_card,dsl,No,No,Yes,No,No,No,0,1,0,1,0,1,0
4670-TABXH,72,109.75,7758.9,two_year,credit_card,fiber_optic,No,Yes,Yes,Yes,Yes,Yes,0,1,0,1,1,1,0
5561-NWEVX,2,79.2,172.85,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,No,No,1,1,0,1,1,0,1
0064-SUDOG,12,20.3,224.5,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
8561-NMTBD,67,112.35,7388.45,one_year,credit_card,fiber_optic,No,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,0
5161-XEUVX,37,94.3,3460.95,two_year,mailed_check,fiber_optic,No,No,Yes,Yes,Yes,No,0,1,0,1,1,0,0
8292-FRFZQ,39,41.15,1700.9,one_year,bank_transfer,dsl,Yes,Yes,No,Yes,No,No,0,0,0,0,0,0,0
8591-NXRCV,41,74.65,3090.65,month_to_month,bank_transfer,dsl,Yes,No,Yes,Yes,No,Yes,0,0,0,1,1,1,0
7895-VONWT,25,48.25,1293.8,month_to_month,electronic_check,dsl,No,No,Yes,No,Yes,Yes,0,0,0,0,0,1,0
4526-RMTLL,8,76.15,645.8,two_year,credit_card,dsl,Yes,Yes,No,Yes,No,Yes,0,1,1,1,1,1,0
6253-GNHWH,71,71.1,5224.95,two_year,mailed_check,dsl,Yes,Yes,Yes,Yes,No,No,0,1,1,1,1,0,0
4566-NECEV,5,96.55,500.1,month_to_month,electronic_check,fiber_optic,No,Yes,Yes,No,No,Yes,0,0,0,1,1,0,0
8080-POTJR,30,79.3,2427.1,one_year,credit_card,dsl,Yes,No,Yes,No,Yes,Yes,0,0,0,1,1,1,0
6906-MPARY,40,89.6,3488.15,one_year,credit_card,fiber_optic,No,Yes,No,Yes,No,Yes,0,0,0,1,0,1,0
3662-FXJFO,54,20.5,1035.7,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
8107-RZLNV,72,106.3,7565.35,two_year,bank_transfer,fiber_optic,No,Yes,Yes,No,Yes,Yes,0,1,0,1,1,1,0
0516-OOHAR,28,100.35,2799.0,one_year,bank_transfer,fiber_optic,No,Yes,Yes,No,Yes,Yes,0,1,1,1,0,0,0
2027-CWDNU,18,85.6,1601.5,month_to_month,electronic_check,fiber_optic,No,No,No,Yes,No,Yes,0,1,1,1,0,1,0
2737-WFVYW,2,45.25,85.5,month_to_month,electronic_check,dsl,No,No,No,No,Yes,Yes,0,0,0,0,0,1,1
9912-OMZDS,59,106.15,6256.2,one_year,electronic_check,fiber_optic,No,Yes,Yes,No,Yes,Yes,0,1,1,1,1,1,0
3733-ZEECP,22,51.1,1232.9,month_to_month,electronic_check,dsl,No,No,No,Yes,No,No,0,1,1,1,0,1,0
7878-RTCZG,1,19.9,19.9,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
2452-MRMZF,72,25.7,1937.4,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,1,1,1,0
2272-QAGFO,14,74.3,1096.25,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,1,0,0,1,1,1,1
7103-IPXPJ,50,99.4,5059.75,one_year,electronic_check,fiber_optic,No,No,No,Yes,Yes,Yes,0,1,0,1,1,0,0
4342-HFXWS,48,69.7,3023.65,one_year,bank_transfer,dsl,Yes,No,Yes,Yes,Yes,No,0,1,1,1,0,0,0
3545-CNWRG,49,98.35,4889.2,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,Yes,Yes,0,1,1,1,1,1,0
1785-BPHTP,28,85.45,2289.9,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,Yes,No,0,1,1,1,0,0,0
4989-LIXVT,68,95.9,6503.2,month_to_month,electronic_check,fiber_optic,No,Yes,Yes,No,No,Yes,1,0,0,1,1,1,0
7315-WYOAW,13,100.75,1313.25,month_to_month,electronic_check,fiber_optic,No,No,No,Yes,Yes,Yes,0,0,0,1,1,0,0
1173-XZPYF,11,89.2,990.3,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,Yes,No,0,0,0,1,1,1,0
9850-OWRHQ,3,74.1,228.0,month_to_month,credit_card,fiber_optic,No,No,No,No,No,No,0,1,0,1,1,1,1
3768-NLUBH,57,100.6,5746.15,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,Yes,Yes,1,1,0,1,1,0,1
8676-TRMJS,3,75.0,209.1,month_to_month,mailed_check,fiber_optic,No,No,No,No,No,No,0,0,0,1,1,0,1
2509-TFPJU,72,25.75,1864.2,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,1,1,0,0
9530-GRMJG,70,84.1,5979.7,two_year,electronic_check,dsl,No,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,0
6898-RBTLU,49,79.3,3902.45,two_year,bank_transfer,dsl,No,Yes,No,Yes,Yes,Yes,0,1,1,1,1,0,0
5481-NTDOH,67,107.05,7142.5,one_year,credit_card,fiber_optic,Yes,No,Yes,No,Yes,Yes,1,1,0,1,1,1,0
2068-WWXQZ,46,20.05,902.0,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
7359-SSBJK,64,70.2,4481.0,two_year,credit_card,dsl,Yes,Yes,No,Yes,Yes,No,1,0,0,1,0,1,1
2061-VVFST,37,19.5,805.2,month_to_month,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,1,0,0,0
0685-MLYYM,2,70.75,154.85,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,1,0,0,1,0,0,1
0749-IRGQE,13,45.3,528.45,month_to_month,electronic_check,dsl,No,No,No,No,Yes,Yes,1,1,0,0,0,0,0
2380-DAMQP,72,115.15,8349.7,two_year,electronic_check,fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,1,1,0,0
2256-YLYLP,68,72.95,4953.25,two_year,bank_transfer,dsl,No,No,Yes,Yes,Yes,Yes,0,1,1,1,0,1,0
1272-ILHFG,15,19.65,332.65,one_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
0164-XAIRP,24,19.55,470.2,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
5666-CYCYZ,24,89.55,2259.35,month_to_month,electronic_check,fiber_optic,No,No,No,Yes,No,Yes,0,0,0,1,1,1,0
4011-ARPHK,27,50.35,1411.35,month_to_month,mailed_check,dsl,Yes,No,No,No,No,No,0,0,0,1,0,0,0
8182-PNAGI,12,50.25,593.75,month_to_month,bank_transfer,dsl,No,No,No,Yes,No,No,0,0,0,1,0,0,1
6365-HITVU,71,87.25,6328.7,two_year,credit_card,dsl,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,0,0,0
